series,episode,baker,signature_bake,technical,result,show_stopper,baker_last_name,baker_age,baker_occupation,hometown
9,3,Kim-Joy,NA,10,IN,NA,Hewlett,27,Mental health specialist,Leeds
9,3,Manon,NA,3,IN,NA,Lagrave,26,Software project manager,London
9,3,Ruby,NA,7,IN,NA,Bhogal,29,Project manager,London
9,3,Terry,NA,1,IN,NA,Hartill,56,Retired air steward,West Midlands
9,3,Antony,NA,8,OUT,NA,Amourdoux,30,Banker,London
9,3,Rahul,NA,4,STAR BAKER,NA,Mandal,30,Research scientist,Rotherham
9,4,Terry,NA,NA,[a],NA,Hartill,56,Retired air steward,West Midlands
9,4,Briony,NA,5,IN,NA,Williams,33,Full-time parent,Bristol
9,4,Jon,NA,3,IN,NA,Jenkins,47,Blood courier,Newport
9,4,Karen,NA,7,IN,NA,Wright,60,In-store sampling assistant,Wakefield
9,4,Kim-Joy,NA,6,IN,NA,Hewlett,27,Mental health specialist,Leeds
9,4,Manon,NA,8,IN,NA,Lagrave,26,Software project manager,London
9,4,Rahul,NA,4,IN,NA,Mandal,30,Research scientist,Rotherham
9,4,Ruby,NA,2,IN,NA,Bhogal,29,Project manager,London
9,4,Dan,NA,1,STAR BAKER,NA,Beasley-Harling,36,Full-time parent,London
9,5,Briony,NA,6,IN,NA,Williams,33,Full-time parent,Bristol
9,5,Dan,NA,2,IN,NA,Beasley-Harling,36,Full-time parent,London
9,5,Jon,NA,7,IN,NA,Jenkins,47,Blood courier,Newport
9,5,Manon,NA,5,IN,NA,Lagrave,26,Software project manager,London
9,5,Rahul,NA,3,IN,NA,Mandal,30,Research scientist,Rotherham
9,5,Ruby,NA,1,IN,NA,Bhogal,29,Project manager,London
9,5,Karen,NA,9,OUT,NA,Wright,60,In-store sampling assistant,Wakefield
9,5,Terry,NA,8,OUT,NA,Hartill,56,Retired air steward,West Midlands
9,5,Kim-Joy,NA,4,STAR BAKER,NA,Hewlett,27,Mental health specialist,Leeds
9,6,Jon,NA,2,IN,NA,Jenkins,47,Blood courier,Newport
9,6,Kim-Joy,NA,5,IN,NA,Hewlett,27,Mental health specialist,Leeds
9,6,Manon,NA,4,IN,NA,Lagrave,26,Software project manager,London
9,6,Rahul,NA,3,IN,NA,Mandal,30,Research scientist,Rotherham
9,6,Ruby,NA,7,IN,NA,Bhogal,29,Project manager,London
9,6,Dan,NA,6,OUT,NA,Beasley-Harling,36,Full-time parent,London
9,6,Briony,NA,1,STAR BAKER,NA,Williams,33,Full-time parent,Bristol
9,7,Briony,NA,5,IN,NA,Williams,33,Full-time parent,Bristol
9,7,Manon,NA,2,IN,NA,Lagrave,26,Software project manager,London
9,7,Rahul,NA,1,IN,NA,Mandal,30,Research scientist,Rotherham
9,7,Ruby,NA,3,IN,NA,Bhogal,29,Project manager,London
9,7,Jon,NA,4,OUT,NA,Jenkins,47,Blood courier,Newport
9,7,Kim-Joy,NA,6,STAR BAKER,NA,Hewlett,27,Mental health specialist,Leeds
9,8,Briony,NA,1,IN,NA,Williams,33,Full-time parent,Bristol
9,8,Kim-Joy,NA,2,IN,NA,Hewlett,27,Mental health specialist,Leeds
9,8,Rahul,NA,5,IN,NA,Mandal,30,Research scientist,Rotherham
9,8,Manon,NA,4,OUT,NA,Lagrave,26,Software project manager,London
9,8,Ruby,NA,3,STAR BAKER,NA,Bhogal,29,Project manager,London
9,9,Kim-Joy,NA,2,IN,NA,Hewlett,27,Mental health specialist,Leeds
9,9,Rahul,NA,4,IN,NA,Mandal,30,Research scientist,Rotherham
9,9,Briony,NA,3,OUT,NA,Williams,33,Full-time parent,Bristol
9,9,Ruby,NA,1,STAR BAKER,NA,Bhogal,29,Project manager,London
9,10,Kim-Joy,NA,1,Runner-up,NA,Hewlett,27,Mental health specialist,Leeds
9,10,Ruby,NA,3,Runner-up,NA,Bhogal,29,Project manager,London
9,10,Rahul,NA,2,WINNER,NA,Mandal,30,Research scientist,Rotherham
10,1,Alice,NA,5,IN,NA,Fevronia,28,Geography teacher,Essex
10,1,Amelia,NA,4,IN,NA,LeBruin,24,Fashion designer,Halifax
10,1,David,NA,10,IN,NA,Atherton,36,International health adviser,Whitby
10,1,Helena,NA,12,IN,NA,Garcia,40,Online project manager,Leeds
10,1,Henry,NA,1,IN,NA,Bird,20,Student,Durham
10,1,Jamie,NA,13,IN,NA,Finn,20,Part-time waiter,Surrey
10,1,Michael,NA,11,IN,NA,Chakraverty,26,Theatre manager/fitness instructor,Stratford-upon-Avon
10,1,Phil,NA,8,IN,NA,Thorne,56,HGV driver,Rainham
10,1,Priya,NA,7,IN,NA,O'Shea,34,Marketing consultant,Leicester
10,1,Rosie,NA,2,IN,NA,Brandreth-Poynter,28,Veterinary surgeon,Somerset
10,1,Steph,NA,3,IN,NA,Blackwell,28,Shop assistant,Chester
10,1,Dan,NA,9,OUT,NA,Chambers,32,Support worker,Rotherham
10,1,Michelle,NA,6,STAR BAKER,NA,Evans-Fecci,35,Print shop administrator,"Tenby, Wales"
10,2,Amelia,NA,9,IN,NA,LeBruin,24,Fashion designer,Halifax
10,2,David,NA,2,IN,NA,Atherton,36,International health adviser,Whitby
10,2,Helena,NA,12,IN,NA,Garcia,40,Online project manager,Leeds
10,2,Henry,NA,6,IN,NA,Bird,20,Student,Durham
10,2,Michael,NA,4,IN,NA,Chakraverty,26,Theatre manager/fitness instructor,Stratford-upon-Avon
10,2,Michelle,NA,8,IN,NA,Evans-Fecci,35,Print shop administrator,"Tenby, Wales"
10,2,Phil,NA,3,IN,NA,Thorne,56,HGV driver,Rainham
10,2,Priya,NA,7,IN,NA,O'Shea,34,Marketing consultant,Leicester
10,2,Rosie,NA,5,IN,NA,Brandreth-Poynter,28,Veterinary surgeon,Somerset
10,2,Steph,NA,10,IN,NA,Blackwell,28,Shop assistant,Chester
10,2,Jamie,NA,11,OUT,NA,Finn,20,Part-time waiter,Surrey
10,2,Alice,NA,1,STAR BAKER,NA,Fevronia,28,Geography teacher,Essex
10,3,Alice,NA,7,IN,NA,Fevronia,28,Geography teacher,Essex
10,3,David,NA,2,IN,NA,Atherton,36,International health adviser,Whitby
10,3,Helena,NA,8,IN,NA,Garcia,40,Online project manager,Leeds
10,3,Henry,NA,1,IN,NA,Bird,20,Student,Durham
10,3,Michelle,NA,5,IN,NA,Evans-Fecci,35,Print shop administrator,"Tenby, Wales"
10,3,Phil,NA,10,IN,NA,Thorne,56,HGV driver,Rainham
10,3,Priya,NA,4,IN,NA,O'Shea,34,Marketing consultant,Leicester
10,3,Rosie,NA,9,IN,NA,Brandreth-Poynter,28,Veterinary surgeon,Somerset
10,3,Steph,NA,3,IN,NA,Blackwell,28,Shop assistant,Chester
10,3,Amelia,NA,11,OUT,NA,LeBruin,24,Fashion designer,Halifax
10,3,Michael,NA,6,STAR BAKER,NA,Chakraverty,26,Theatre manager/fitness instructor,Stratford-upon-Avon
10,4,Alice,NA,8,IN,NA,Fevronia,28,Geography teacher,Essex
10,4,David,NA,2,IN,NA,Atherton,36,International health adviser,Whitby
10,4,Helena,NA,9,IN,NA,Garcia,40,Online project manager,Leeds
10,4,Henry,NA,3,IN,NA,Bird,20,Student,Durham
10,4,Michael,NA,7,IN,NA,Chakraverty,26,Theatre manager/fitness instructor,Stratford-upon-Avon
10,4,Michelle,NA,5,IN,NA,Evans-Fecci,35,Print shop administrator,"Tenby, Wales"
10,4,Priya,NA,10,IN,NA,O'Shea,34,Marketing consultant,Leicester
10,4,Rosie,NA,4,IN,NA,Brandreth-Poynter,28,Veterinary surgeon,Somerset
10,4,Phil,NA,6,OUT,NA,Thorne,56,HGV driver,Rainham
10,4,Steph,NA,1,STAR BAKER,NA,Blackwell,28,Shop assistant,Chester
10,5,Alice,NA,6,IN,NA,Fevronia,28,Geography teacher,Essex
10,5,David,NA,9,IN,NA,Atherton,36,International health adviser,Whitby
10,5,Henry,NA,3,IN,NA,Bird,20,Student,Durham
10,5,Michael,NA,8,IN,NA,Chakraverty,26,Theatre manager/fitness instructor,Stratford-upon-Avon
10,5,Priya,NA,2,IN,NA,O'Shea,34,Marketing consultant,Leicester
10,5,Rosie,NA,5,IN,NA,Brandreth-Poynter,28,Veterinary surgeon,Somerset
10,5,Helena,NA,1,OUT,NA,Garcia,40,Online project manager,Leeds
10,5,Michelle,NA,7,OUT,NA,Evans-Fecci,35,Print shop administrator,"Tenby, Wales"
10,5,Steph,NA,4,STAR BAKER,NA,Blackwell,28,Shop assistant,Chester
10,6,Alice,NA,1,IN,NA,Fevronia,28,Geography teacher,Essex
10,6,David,NA,2,IN,NA,Atherton,36,International health adviser,Whitby
10,6,Henry,NA,4,IN,NA,Bird,20,Student,Durham
10,6,Michael,NA,6,IN,NA,Chakraverty,26,Theatre manager/fitness instructor,Stratford-upon-Avon
10,6,Rosie,NA,5,IN,NA,Brandreth-Poynter,28,Veterinary surgeon,Somerset
10,6,Priya,NA,7,OUT,NA,O'Shea,34,Marketing consultant,Leicester
10,6,Steph,NA,3,STAR BAKER,NA,Blackwell,28,Shop assistant,Chester
10,7,Alice,NA,6,IN,NA,Fevronia,28,Geography teacher,Essex
10,7,David,NA,2,IN,NA,Atherton,36,International health adviser,Whitby
10,7,Rosie,NA,1,IN,NA,Brandreth-Poynter,28,Veterinary surgeon,Somerset
10,7,Steph,NA,4,IN,NA,Blackwell,28,Shop assistant,Chester
10,7,Michael,NA,5,OUT,NA,Chakraverty,26,Theatre manager/fitness instructor,Stratford-upon-Avon
10,7,Henry,NA,3,STAR BAKER,NA,Bird,20,Student,Durham
10,8,Alice,NA,3,IN,NA,Fevronia,28,Geography teacher,Essex
10,8,David,NA,1,IN,NA,Atherton,36,International health adviser,Whitby
10,8,Rosie,NA,2,IN,NA,Brandreth-Poynter,28,Veterinary surgeon,Somerset
10,8,Henry,NA,5,OUT,NA,Bird,20,Student,Durham
10,8,Steph,NA,4,STAR BAKER,NA,Blackwell,28,Shop assistant,Chester
10,9,David,NA,2,IN,NA,Atherton,36,International health adviser,Whitby
10,9,Steph,NA,3,IN,NA,Blackwell,28,Shop assistant,Chester
10,9,Rosie,NA,1,OUT,NA,Brandreth-Poynter,28,Veterinary surgeon,Somerset
10,9,Alice,NA,4,STAR BAKER,NA,Fevronia,28,Geography teacher,Essex
10,10,Alice,NA,2,Runner-up,NA,Fevronia,28,Geography teacher,Essex
10,10,Steph,NA,3,Runner-up,NA,Blackwell,28,Shop assistant,Chester
10,10,David,NA,1,WINNER,NA,Atherton,36,International health adviser,Whitby
